string,area-0x3222-0x76AB_3,Motoko: {,},"親友の為なら、どんな事でも
するからね！",There's nothing I won't do for my best buds' sake!,,,
string,area-0x3222-0x7713_1,Woman: {,},"なんかよく分かんないけど、
がんばってね～。","I don't really know what this is about, but[nbsp]-- good luck.",DUPE: F4450,,
string,area-0x3222-0x773D_1,Motoko: {,},"‥‥そう。\n
メイのお父さん、やっぱり自殺なん
かじゃないんだ‥‥辛いね。","...I see.\n
So your father didn't commit suicide after all...This must be tough.",,,
string,area-0x3222-0x773D_3,May: {,},"も、素子‥？や、やだなぁ。
ボクなら大丈夫だって！","M-Motoko...? C-c'mon.\n
It's me we're talking about, so it's fine!",,,
string,area-0x3222-0x77A3_1,Motoko: {,},"『本物の検案書』って言われ
てもねぇ‥。","I mean, ask me about this real autopsy report all you want, but...",,,
string,area-0x3222-0x77A3_3,Motoko: {,},"何か‥趣味にしてる様な物に
でも隠してるとか。\n
ありそうな話じゃない？",Well...Maybe he hid it in something that matched his interests. Isn't that pretty likely?,,,
string,area-0x3222-0x780D_1,Kanna: {,},"メイも大変よね。\n
私に手伝えることはない？","This must be hard on you, May. Isn't there something I can do to help?",,,
string,area-0x3222-0x789F_1,May: {,},"あれ、ナビも売られてるじゃ
ない。","Oh, they're selling you too, Navi.",DUPE: F3837,,
string,area-0x3222-0x78C1_1,Navi: {,},ナビはナビだけですって。,"Come on, Navi is _only_ Navi.",DUPE: F3838,,
string,area-0x3222-0x78C1_3,Navi: {,},"商品名はＯＲＵＫＡだって、
言ったじゃないですか！",Haven't I _told_ you that the product's name is Oruka!?,DUPE: F3839,,
string,area-0x3222-0x790E_1,Navi: {,},"高い割にはＯＲＵＫＡも、そ
こそこ売れてるみたいですね。",It seems like Oruka is selling at a fairly good rate.,DUPE: F3840,,
string,area-0x3222-0x790E_3,Navi: {,},"街でＯＲＵＫＡをしている人
を、たまに見かけますもの。",I see people in the city wearing it from time to time.,DUPE: F3841,,
string,area-0x3222-0x7973_1,Navi: {,},"メイ！まさか、お金を盗むつ
もりじゃないでしょうね。","May! You're not thinking of stealing the money, are you!?",DUPE: F3842,,
string,area-0x3222-0x799F_1,May: {,},"あ、あのねぇ‥。\n
信用しなさいよ！","Excuse me...Have a little faith in me, will you!?",DUPE: F3843,,
string,area-0x3222-0x79C3_1,Navi: {,},"まるで森の中でテレビを見て
る気分ですよね。",It feels just like we're watching TV in a forest.,DUPE: F3844,,
string,area-0x3222-0x79F0_1,Navi: {,},"小さな店ですけど、在庫は豊
富みたいですねぇ。","It's a small shop, but they have plentiful stock.",DUPE: F3845,,
string,area-0x3222-0x7A1E_1,Navi: {,},電話機も売ってるんですね。,"So they sell telephones, too.",DUPE: F3846,,
string,area-0x3222-0x7A40_1,May: {,},"ボクも留守番電話、買おうか
な‥。",Maybe I should buy an answerphone...,DUPE: F3847,,
string,area-0x3222-0x7A67_1,Navi: {,},"ムダ遣いはやめましょうよ。
どうせ電話してくれる人もいないん
ですから。",Don't waste your money. It's not like there's anyone who'd call you anyway.,DUPE: F3848,,
string,area-0x3222-0x7A9E_1,Navi: {,},"ＭＥＣ製のモニタ一体型パソ
コンですね。",It's a monitor-body PC made by MEC.,DUPE: F3849,,
string,area-0x3222-0x7A9E_3,Navi: {,},"拡張性には乏しいですけど、
お値段が手ごろなんですよ。","Though lacking in terms of extensibility, it's modestly priced.",DUPE: F3850,,
string,area-0x3222-0x7AFA_1,May: {,},"ナビ。いつからセールスを始
めるようになったの？",Navi...Since when are you a salesperson?,DUPE: F3851,,
string,area-0x3222-0x7B23_1,,,"\n
　　　　　　管理人室\n
　　　　　　　　　　　仁科","\n
#SETPADANDCENTER(0, 224)
Manager's Room\n
#SETPADANDCENTER(144, 80)
Nishina
#DISABLEPADANDCENTER()",DUPE: F3865,,
string,area-0x3222-0x7B3D_1,,,"\n
　　　　　１０２号室\n
　　　　　　　　　　　曽根川","\n
#SETPADANDCENTER(0, 224)
Room 102\n
#SETPADANDCENTER(144, 80)
Sonegawa
#DISABLEPADANDCENTER()",DUPE: F3866,,
string,area-0x3222-0x7B58_1,,,"\n
　　　　　１０３号室\n
　　　　　　　　　　　笹木","\n
#SETPADANDCENTER(0, 224)
Room 103\n
#SETPADANDCENTER(144, 80)
Sasaki
#DISABLEPADANDCENTER()",DUPE: F3867,,
string,area-0x3222-0x7B71_1,,,"\n
　　　　　２０１号室\n
　　　　　　　　　　　高田","\n
#SETPADANDCENTER(0, 224)
Room 201\n
#SETPADANDCENTER(144, 80)
Takada
#DISABLEPADANDCENTER()",DUPE: F3868,,
string,area-0x3222-0x7B8A_1,,,"\n
　　　　　２０２号室\n
　　　　　　　　　　　園木","\n
#SETPADANDCENTER(0, 224)
Room 202\n
#SETPADANDCENTER(144, 80)
Sonoki
#DISABLEPADANDCENTER()",DUPE: F3869,,
string,area-0x3222-0x7BA3_1,,,"\n
　　　　　２０３号室\n
　　　　　　　　　　　増谷","\n
#SETPADANDCENTER(0, 224)
Room 203\n
#SETPADANDCENTER(144, 80)
Masutani
#DISABLEPADANDCENTER()",DUPE: F3870,,
string,area-0x3222-0x7BBC_1,Kanna: {,},"とにかく『本物の検案書』
を見つければいいのよね‥。","So, you need to find the real autopsy report, right...?",,,
string,area-0x3222-0x7BBC_3,Kanna: {,},"机とかベッドとか‥意外に
キッチンなんかに巧妙に隠している
かもしれないわ。","A desk, or a bed...He could even have ingeniously hidden it somewhere weird like the kitchen.",,,
string,area-0x3222-0x7C2A_1,Kanna: {,},"う、うそ‥メイのお父さん
が‥殺さ‥‥。",N-no way...Your father was...kil--,,,
string,area-0x3222-0x7C51_1,Kanna: {,},"ご、ごめんなさい。\n
びっくりしたら、気が遠くなってき
ちゃって‥。","I-I'm sorry.\n
I got surprised and started to feel faint...",,,
string,area-0x3222-0x7C85_1,Officer: {,},"立花刑事なら、つい先程まで
ここにいましたよ。","If you're looking for Detective Tachibana, he was here until just a little while ago.",,,
string,area-0x3222-0x7C85_3,Officer: {,},"部屋中を調べまわってました
けどね。何があったのか知りません
が、慌てて出て行きました。","He was looking around inside the room. I don't know what happened, but he left in a real hurry.",,,
string,area-0x3222-0x7CFA_1,Navi: {,},"これだけ荒されてるんです。
『本物の検案書』の手がかりが見つ
かるとも思えませんけど‥。","This is the only place that's been broken into. I can't imagine we'll find a clue to the real autopsy report, though...",NOTE: revisiting sonoki's apartment after talking to beast,,
string,area-0x3222-0x7D40_1,Navi: {,},"『本物の検案書』の手がかり
があるとしたら、やっぱりこの部屋
でしょうね。","If there's a clue to the real autopsy report, it'd surely have to be in this room, right?",,,
string,area-0x3222-0x7D40_3,Navi: {,},"手がかりになりそうな物を見
つけたら、\c<$0B>[II]ボタン\c<$0F>を押して\c<$0B>手がか
り発見\c<$0F>を実行してください。","If you come across something that looks like a clue, press the \c<$0B>II Button\c<$0F> and use the \c<$0B>Find Clue\c<$0F> command.",,,
string,area-0x3222-0x7DC8_1,Woman: {,},他には、何もなかったわよ。,Nothing else happened.,DUPE: F4481,,
string,area-0x3222-0x7DEB_1,,,"見る\n
立ち去る","Look\n
Leave",DUPE: F3916,,
string,area-0x3222-0x7DF9_1,,,"ファイル　　　　大きい封筒\n
見ない","Files
[sp]<$70>
Large Envelope
\n

Don't look",DUPE: F4488,,
string,area-0x3222-0x7E10_1,Woman: {,},"刑事さんなら、事情次第で人
の家に入っても構わないかもしれな
いけどねぇ‥。","I mean, I guess depending on the circumstances, there are times where it's okay for a detective to go in somebody's house, but...",DUPE: F4491,,
string,area-0x3222-0x7E10_3,Woman: {,},"ほんとに刑事だったのかな、
って思うのよ。",I just wonder if he was really a detective.,DUPE: F4492,,
string,area-0x3222-0x7E7B_1,May: {,},留守かな？,Is nobody home?,NOTE: ringing sasaki's doorbell while he's with you,,
string,area-0x3222-0x7E7B_3,Navi: {,},返事がありませんね。,"No response, huh.",DUPE: F2386,,
string,area-0x3222-0x7E7B_5,Sasaki: {,},すみません。,Sorry.,"DUPE: F485
NOTE: apparently by pure coincidence, this is a duplicate of one of sasaki's lines from near the start of case 1.",,
string,area-0x3222-0x7EC2_1,May: {,},うっわぁ‥これはヒドイ。,Wah...This is awful.,DUPE: F2397,,
string,area-0x3222-0x7EC2_3,Navi: {,},‥無惨なものですね。,...How cruel.,"CHECK, context",,
string,area-0x3222-0x7EC2_5,Sasaki: {,},すみません。,Sorry about that.,DUPE: F485,,
string,area-0x3222-0x7F0F_1,Sasaki: {,},"あ、あれれ？メイさん？\n
おどろいたなぁ。どうしてここに？","O-oh? May?\n
Now this is a surprise. What're you doing here?",,,
string,area-0x3222-0x7F3E_1,May: {,},"おどろいたのはボクだよ！\n
どうして笹木さんがいるの?!","_I'm_ the one who's surprised! What are _you_ doing here, Sasaki!?",,,
string,area-0x3222-0x7F6B_1,Sasaki: {,},"どうしてって‥。\n
ここがぼくの家なんですけど‥。","What am I doing...?\n
I mean, this is my home...",,,
string,area-0x3222-0x7F98_1,Sasaki: {,},"あ、メイさん。\n
どうしました？","Oh, May.\n
What's happened?",,,
string,area-0x3222-0x7FC8_1,,,"事件の事を話す\n
廃ビルの事を聞く\n
立ち去る","Talk about the case\n
Ask about the abandoned building\n
Leave",DUPE: F4316,,
string,area-0x3222-0x7FEA_1,,,"駐車場の入り口を聞く\n
廃ビルの事を聞く\n
立ち去る","Ask about the parking garage's entrance\n
Ask about the abandoned building\n
Leave",,,
string,area-0x3222-0x8011_1,Sasaki: {,},それじゃ、失礼します。,"Okay then, see you later.",,,
string,area-0x3222-0x8031_1,Sasaki: {,},"ぼくにも、協力できる事があ
ればいいんですけど‥。","I'd like to do what I can to help too, but...",DUPE: F4655,,
string,area-0x3222-0x8062_1,,,"事件の事を話す\n
立ち去る","Ask about the case\n
Leave",DUPE: F3969,,
string,area-0x3222-0x809A_1,Sasaki: {,},"地下駐車場で撮影した写真な
ら、まだありますよ。\n
ちょっと待っててください。","If you're looking for the photo I took in the parking garage, I still have it. Hold on a second.",,,
string,area-0x3222-0x80DD_1,Navi: {,},"暗証番号が分からなかったん
でしょうか。\n
金庫は無事だったみたいですよ。",Did they not know the code number? It looks like the safe is...safe.,DUPE: F4505,,
string,area-0x3222-0x811B_1,Sasaki: {,},"これが、その写真なんですけ
どね。","Well, here's the photo.",,,
string,area-0x3222-0x8141_1,Sasaki: {,},"面白みのない写真でしょう？
結局、幽霊なんていなかったんです
よ。","Not a very interesting picture, is it? Turned out there weren't any ghosts or anything.",,,
string,area-0x3222-0x817D_1,Sasaki: {,},面白みのない写真でしょう？,"Not a very interesting picture, is it?",,,
string,area-0x3222-0x81A2_1,Navi: {,},"いいえ、十分に面白いと思い
ます。","Oh, no, I think it's plenty interesting.",,,
string,area-0x3222-0x81A2_3,Navi: {,},"メイ、気付きましたか？\n
現場で見た写真の車と、まったく同
じ車が写ってます。","May, you've figured it out, right? This shows exactly the same car as the one in the photo at the crime scene.",,,
string,area-0x3222-0x8240_1,,,"園木の事を聞く\n
立ち去る","Ask about Sonoki\n
Leave",DUPE: F3853,,
string,area-0x3222-0x8256_1,Navi: {,},留守みたいですね。,It looks like no one's home.,DUPE: F3862,,
string,area-0x3222-0x8272_1,,,"園木の事を聞く\n
刑事の事を聞く\n
立ち去る","Ask about Sonoki\n
Ask about the detective\n
Leave",DUPE: F4515,,
string,area-0x3222-0x8294_1,May: {,},友美さんって‥文学派だね。,"So Tomomi is the literary type, huh?",DUPE: F4516,,
string,area-0x3222-0x8294_3,Navi: {,},"メイも読んでみるべきだと思
いますけどね。","I really think you should try reading too, May.",DUPE: F4517,,
string,area-0x3222-0x82E0_1,Yoh: {,},"わあぁ！\n
メイお姉ちゃん、かっこいいぃ！","WHOA!\n
Miss May, you're soooo cool!",DUPE: F4262,,
string,area-0x3222-0x8306_1,Yoh: {,},"葉ね、ちゃんと友美お姉ちゃん
と一緒に待ってるよ。","Yoh is waiting with Miss Tomomi like a good girl, see?",DUPE: F4263,,
string,area-0x3222-0x8336_1,Ms. Tanaka: {,},"お求めの品がございまし
たらぁ、お申しつけ下さいね。\n
それでは、ごゆっくりぃ。","If there is anything you neeed, please do aaask. Well, take it eeeasy.",DUPE: F3829,,
string,area-0x3222-0x8376_1,,,"\c<$0C>『異邦人』\n
　　　　　　　　カミュ","\c<$0C>{The Stranger}\n
#SETPADANDCENTER(0, 224)
Camus
#DISABLEPADANDCENTER()",DUPE: F4524,,
string,area-0x3222-0x838F_1,,,"\c<$0C>『戦争と平和』\n
　　　　　　　　トルストイ","\c<$0C>{War and Peace}\n
#SETPADANDCENTER(0, 224)
Tolstoy
#DISABLEPADANDCENTER()",DUPE: F4525,,
string,area-0x3222-0x83AD_1,,,"\c<$0C>『老人と海』\n
　　　　　　　　ヘミングウェイ","\c<$0C>{The Old Man and the Sea}\n
#SETPADANDCENTER(0, 224)
Hemingway
#DISABLEPADANDCENTER()",DUPE: F4526,,
string,area-0x3222-0x83CB_1,,,"\c<$0C>『カラマーゾフの兄弟』\n
　　　　　　　　ドストエフスキー","\c<$0C>{The Brothers Karamazov}\n
#SETPADANDCENTER(0, 224)
Dostoevsky
#DISABLEPADANDCENTER()",DUPE: F4527,,
string,area-0x3222-0x83F0_1,,,"\c<$0C>『変身』\n
　　　　　　　　カフカ","\c<$0C>{The Metamorphosis}\n
#SETPADANDCENTER(0, 224)
Kafka
#DISABLEPADANDCENTER()",DUPE: F4528,,
string,area-0x3222-0x8407_1,,,"\c<$0C>『西遊記』\n
　　　　　　　　呉承恩","\c<$0C>{Journey to the West}\n
#SETPADANDCENTER(0, 224)
Wu Cheng'en
#DISABLEPADANDCENTER()",DUPE: F4529,,
string,area-0x3222-0x8423_1,Sasaki: {,},"ちょ、ちょっと待って下さい
よ！\n
まさか行くつもりなんですか?!","H-hang on a second!\n
Are you actually planning to _go_ there!?",,,
string,area-0x3222-0x8423_3,May: {,},"そんな驚くほど、危険な事で
もないと思うけど？","Um, I don't think it's really dangerous enough to warrant that kind of surprise?",,,
string,area-0x3222-0x8423_5,May: {,},"それに‥今さら、やめるわけ
にもいかないもの。",And besides...there's no way I can give up at this stage of the game.,,,
string,area-0x3222-0x8423_9,Sasaki: {,},"‥‥‥仕方ないですね。\n
そのかわり、ぼくも同行させてもら
います。いいですね？","...Guess you're decided.\n
How about instead, I come with you? Is that okay?",,,
string,area-0x3222-0x84E7_1,Tomomi: {,},"え‥？笹木さんなら、１０３
号室にお住まいですけど。\n
お知り合いだったんですか？","Huh...? If you want Mr. Sasaki, he lives in Room 103. Do you two know each other?",,,
string,area-0x3222-0x852A_1,Woman: {,},‥何かあったんでしょうか？,...Has something happened?,DUPE: F4278,,
string,area-0x3222-0x854C_1,Woman: {,},いえ‥、私は知りません。,No...I don't know about him.,DUPE: F4279,,
string,area-0x3222-0x8598_1,Woman: {,},あら、あなた。,"Oh, it's you.",NOTE: near-dupe of 4534,,
string,area-0x3222-0x85B2_1,May: {,},"『獣』は、榊が窪田さんを殺
したって‥そう言ってたね。","So, what Beast said was that Sakaki killed Kubota, right?",,,
string,area-0x3222-0x85B2_3,Navi: {,},"殺害もしくは気絶させた後、
このロープで自殺を図った様に見せ
かけたんでしょう。","After killing or knocking him out, he made it look like he attempted suicide with this rope.",,,
string,area-0x3222-0x8626_1,May: {,},"榊だって、この部屋を調べた
はずだよね？","Sakaki must have checked this room too, right?",,,
string,area-0x3222-0x8626_3,May: {,},"でも『本物の検案書』は見つ
からなかった‥。",But he didn't find the real autopsy report...,,,
string,area-0x3222-0x8626_5,Navi: {,},"つまり、他の場所‥例えば車
の中に隠した‥。\n
そういうことですか？",Which means that he hid it somewhere else...such as the inside of a car...is what you're saying?,,,
string,area-0x3222-0x8626_7,Navi: {,},"でも、写真は５枚もあります
よ。\n
\c<$0C>それらしい写真\c<$0F>はあります？",But there are five photos here. Which photo \c<$0C>seems like it fits the bill\c<$0F>?,,,
string,area-0x3222-0x86E6_1,Woman: {,},はいは～い‥。,"Coming, comiiing...",DUPE: F3855,,
string,area-0x3222-0x8700_1,,,"Ｎａｔｕｒｅ　　Ｔｒｕｔｈ\n
ＲＥＮｙ　　　　Ｓ’ｅｎｃｅ\n
ｓｏＬｖｅ　　　手がかりはない","Nature
[sp]<$70>
Truth
\n

RENy
[sp]<$70>
S'ence
\n

soLve
[sp]<$70>
There's no clue",,,
string,area-0x3222-0x8748_1,Navi: {,},"最近発売された車ですよ。\n
５年も前の事件に関係してくるんで
しょうか？",That car went on sale just recently. Would it really have something to do with a case from five years ago?,,,
string,area-0x3222-0x8748_3,May: {,},"そんな新しい車の写真を、な
ぜ持ってるのか？\n
そんな疑問も浮かんでこない？","Why does he have a picture of a car that new? Doesn't it raise questions like that, too?",,,
string,area-0x3222-0x87C3_1,May: {,},"この写真だけ、他の４枚と背
景が違うんだね。\n
どこか建物の中みたい。",This photo is the only one with different scenery from the other four. It looks like it's in a building somewhere.,,,
string,area-0x3222-0x87C3_3,May: {,},"『Ｔｒｕｔｈ』っていう言葉
の意味は『真実』だし‥。","And `Truth,~ well...The name speaks for itself...","NOTE: in Japanese, she's commenting that the English word ""truth"" translates to ""shinjitsu"" to support her case",,
string,area-0x3222-0x87C3_5,May: {,},"アヤシイと言えば、かなりア
ヤシイと思うな。","If you want something fishy, I think this is what we've got.",,,
string,area-0x3222-0x87C3_7,Navi: {,},"ちょっとロコツすぎる様な気
もしますが‥。","I feel like that's a bit blatant, though...",,,
string,area-0x3222-0x887E_1,Navi: {,},"なんて言うんでしょう‥手が
かりになりそうな特徴がないんです
よね、この車には。","I don't know what to tell you...This car doesn't have anything special about it that would be a clue, does it?",,,
string,area-0x3222-0x88BC_1,Navi: {,},"５年前のモデルですからね。
事件があった時期と一致はしてます",This is a five-year-old model. That's consistent with the time of the incident.,,,
string,area-0x3222-0x88BC_3,May: {,},でも、それだけじゃなぁ‥。,"But that's all, huh...",,,
string,area-0x3222-0x890F_1,May: {,},"留守かな？\n
ま、こんな騒ぎじゃ、部屋にいる訳
ないか。","Nobody's home?\n
Well, I guess no one would be in their room in this uproar.",DUPE: F4293,,
string,area-0x3222-0x893F_1,Navi: {,},"ナビのデータには、この車の
事が記録されてないんですよね。",This car isn't registered in Navi's data.,,,
string,area-0x3222-0x893F_3,May: {,},"ナビも知らないのが、不思議
なんだよね。","Isn't it strange that you don't know about it, Navi?",,,
string,area-0x3222-0x8997_1,Navi: {,},"まさか、手がかりが洗い物に
まぎれてる訳でもないでしょうに‥","Really, there's no way a clue could have gotten slipped into the dishes...",,,
string,area-0x3222-0x8997_3,Navi: {,},"気になるような物は、何もあ
りませんよ。",There's nothing here that looks like it's of interest.,,,
string,area-0x3222-0x89EE_1,Navi: {,},"犯行の証拠にはなるかもしれ
ませんけど。","It might be evidence of a crime, but...",,,
string,area-0x3222-0x89EE_3,Navi: {,},"ロープが『本物の検案書』の
手がかりになるとは思えませんよ。",I can't imagine the rope will be a clue to the real autopsy report.,,,
string,area-0x3222-0x8A4A_1,Navi: {,},"本はたくさんありますけど‥
‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥
やっぱり手がかりはなさそうです。","There are a lot of books, but...\n
................................................\n
...Nope, looks like there's no clue here after all.",,,
string,area-0x3222-0x8A8A_1,Navi: {,},"変装もムダになっちゃいまし
たね‥。\n
普段着に着替えます？",Guess the disguise ended up being useless...Are you going to change back to your normal clothes?,DUPE: F4298,,
string,area-0x3222-0x8A8A_3,May: {,},"ううん。\n
この格好も気に入っちゃったからね","Nah.\n
I've taken a shine to this look, too.",DUPE: F4299,,
string,area-0x3222-0x8AFF_1,Host: {,},何になさいます？,What would you like?,DUPE: F4300,,
string,area-0x3222-0x8B1B_1,Navi: {,},"メ～イ～。何しようとしてる
んです？",Maaay. What do you think you're doing?,DUPE: F4301,,
string,area-0x3222-0x8B40_1,Navi: {,},"雑誌とメモがありますが。\n
手がかりになりそうですか？",There's a magazine and a note here. Do they look like clues?,,,
string,area-0x3222-0x8B6E_1,,,"雑誌\n
メモ\n
手がかりはない","Magazine\n
Note\n
There's no clue",,,
string,area-0x3222-0x8B82_1,Navi: {,},"‥‥‥‥‥‥‥‥‥‥‥‥‥
何も挟みこまれてませんし、手がか
りになりそうな記事もないです。",".......................................\n
There's nothing stuck between the pages, and there are no articles with the look of a clue.",,,
string,area-0x3222-0x8BC5_1,Tomomi: {,},"葉ちゃんの言ってた‥その、
立花さんですけど。","This Mr., um...Tachibana that Yoh was talking about...",DUPE: F4568,,
string,area-0x3222-0x8BC5_3,Tomomi: {,},"サンダンスのご主人と話して
らしたのですが‥何か、こう‥表情
が深刻な印象がしたんです。","He was talking to Sun Dance's owner, but...somehow, well...I got the feeling he had a grave expression.",DUPE: F4569,,
string,area-0x3222-0x8BC5_5,Tomomi: {,},"思い過ごしかもしれませんけ
ど、何となく気になりまして‥。","Perhaps I'm overthinking it, but for some reason, it's bothering me...",DUPE: F4570,,
string,area-0x3222-0x8C6B_1,Tomomi: {,},"今日の式典にメイさんが出席
されるんですよね？\n
がんばってくださいね。","You'll be appearing in the parade today, won't you? Good luck!",DUPE: F4571,,
string,area-0x3222-0x8C6B_3,Tomomi: {,},"テレビで放送されるそうです
から、私も拝見させて頂きますわ。","I heard it's going to be broadcast on TV, so I'll be watching you too.",DUPE: F4572,,
string,area-0x3222-0x8CDD_1,Staff: {,},"４丁目で事件があったそ
うですね。\n
自殺だったそうですが。","I heard there was an incident in District 4. Apparently, it was a suicide.",DUPE: F4573,,
string,area-0x3222-0x8CDD_3,Staff: {,},"式典は予定通り行われま
すから、問題はありませんけど。","But the parade will be going ahead as scheduled, so it's no problem.",DUPE: F4574,,
string,area-0x3222-0x8D7E_1,Navi: {,},立花さんが残したメモですね,It's the note Mr. Tachibana left.,,,
string,area-0x3222-0x8D7E_3,Navi: {,},"『獣』さんの事が書いてある
だけですから、手がかりにはなりま
せんよ。","All that's written on it is the information about `Beast,~ so it's not a clue.",,,
,area-0x3222-0x8F03_0,,,"７く、巡回中の警官に見つかって‥
、アヤシイ奴らって事で捕まっちゃ
いました。",,"NOTE: misdetected, though obviously part of a valid if unused script",UNTRANSLATED,
string,area-0x3222-0x8FB6_1,Navi: {,},"『本物の検案書』の手がかり
になりそうな物は、ありませんね。",There's nothing here that looks like a clue toward the real autopsy report.,,,
string,area-0x3222-0x8FEC_1,Sawada: {,},"お、笹木も一緒なのか。\n
どうしたんだ？","Oh, Sasaki's with you, is he?\n
What happened?",,,
string,area-0x3222-0x9016_1,Sawada: {,},"式典まで、時間もない。\n
遅刻だけはしてくれるなよ。",No more time till the parade. At least try not to be late.,,,
string,area-0x3222-0x9049_1,Sawada: {,},"笹木がついてるだけじゃ、か
えって心配なんだが‥。",Having Sasaki with you just makes me worry more...,,,
string,area-0x3222-0x9049_3,Sawada: {,},"とにかくだ。おれは、ここで
待っているから、助けが必要なら連
絡するんだぞ。","Well, whatever. I'll be waiting here, so call me if you need help.",,,
string,area-0x3222-0x90B5_1,Motoko: {,},"ふぅん‥メイもやるわねぇ。
いつから笹木さんと、そんな関係に
なったのよ？","Hmm...So _that's_ what you're up to, May. Since when do you and Sasaki have a relationship like that?","CHECK, this is clearly an idiomatic use of やる but not one i'm familiar with",,
string,area-0x3222-0x90EF_1,Motoko: {,},"廃ビルの地下駐車場？\n
二人きりで何するつもりなのかなぁ
‥アヤシイわねぇ。",A parking garage in an abandoned building? Just what are you two planning to get up to down there?...Suspicious!,,,
string,area-0x3222-0x9130_1,Owner: {,},"今の時間は、アップルパ
イとコーヒーだけだ。\n
それでいいかね。",We've got nothing but apple pie and coffee this time of day. That fine?,DUPE: F4343,,
string,area-0x3222-0x9168_1,,,"アップルパイを注文する\n
注文しない","Order apple pie\n
Don't order",DUPE: F4344,,
string,area-0x3222-0x9181_1,May: (,),無愛想なマスターだなぁ‥。,What an unfriendly host...,DUPE: F4345,,
string,area-0x3222-0x91A2_1,May: {,},"あらま、これ‥すっごく美味
しいよ！","Oh, gee...This is REALLY delicious!",DUPE: F4346,,
string,area-0x3222-0x91A2_3,Navi: {,},なんか悔しい‥。,"Somehow, I'm a bit peeved...",DUPE: F4347,,
string,area-0x3222-0x9202_1,Owner: {,},"一人一日一個ずつ。\n
これが、この店のきまりだ。","One per customer per day.\n
That's the rule at this cafe.",DUPE: F4348,,
string,area-0x3222-0x9202_3,May: {,},"美味しかったのに‥。\n
へ、変な店。","Even though it was so good...?\n
Wh-what a weird cafe.",DUPE: F4349,,
string,area-0x3222-0x9257_1,Kanna: {,},"メイ。\n
‥‥襲われない様に気を付けてね。","May.\n
...Be careful not to get attacked.",,,
string,area-0x3222-0x9257_3,May: {,},"‥‥‥‥‥‥‥‥‥‥‥‥‥
素子ならともかく‥‥かんなにまで
言われるとは思わなかったなぁ。",".......................................\n
Motoko I would understand...I never thought I'd be hearing that from _you_, Kanna.",CHECK,,
string,area-0x3222-0x9257_5,Kanna: {,},ご、ごめんなさい。,I-I'm sorry.,,,
string,area-0x3222-0x92D9_1,Kanna: {,},"わたしは、足手まといにな
るから‥。","I'd just be a burden, so...",,,
string,area-0x3222-0x92D9_3,Kanna: {,},"メイが帰ってくるまで‥、
いつまでも待ってるからね！","Until you get back, May...I'll be waiting!",,,
string,area-0x3222-0x932B_1,May: {,},"さすがに暗いなぁ。\n
それに、空気がカビ臭いよ。","Well, it's dark[nbsp]-- no surprise there.\n
The air reeks of mold, too.",,,
string,area-0x3222-0x9357_1,May: {,},"通路の先にシャッターが見え
るね。\n
例の開かなかったシャッターかな。",I see a shutter on the path ahead. Is it that shutter from earlier that wouldn't open?,,,
string,area-0x3222-0x9391_1,Navi: {,},"『Ｔｒｕｔｈ』。\n
窪田さんの部屋で見つけた写真と同
じ車ですよ。","`Truth.~\n
It's the same car as in the photo we found in Kubota's room.",,,
string,area-0x3222-0x93D2_1,Navi: {,},"『Ｓ’ｅｎｃｅ』ですね。\n
窪田さんの部屋で見た写真とは、車
体の色が違いますが。","It's `S'ence.~\n
The color of the body is different from the one in the photo we saw in Kubota's room.",,,
string,area-0x3222-0x941E_1,May: {,},『本物の検案書』は、どこ？,Where's the real autopsy report?,,,
string,area-0x3222-0x9443_1,Navi: {,},"『ｓｏＬｖｅ』ですよ。\n
窪田さんの部屋で見た写真にも、同
じ車がありましたっけ。","That's `soLve.~\n
I think it's the same car as in the photo we looked at in Kubota's room.",,,
string,area-0x3222-0x948C_1,May: {,},"この車に『本物の検案書』が
隠されてるのかな？",Is the real autopsy report hidden in this car?,,,
string,area-0x3222-0x94BC_1,Sakaki: {,},"これはこれは。\n
お久しぶりでございますな。","Well, well, well.\n
So we meet again at last.",,,
string,area-0x3222-0x94E4_1,May: {,},さ、榊‥‥。,S-Sakaki...,,,
string,area-0x3222-0x94FB_1,Sakaki: {,},"残念ながら、今はあなたのお相
手をしているヒマはないのです。","Regrettably, I don't have the time to deal with you now.","NOTE: i originally wrote a sarcastic remark here about why he doesn't just shoot may while he has the chance, but it's subsequently revealed that afterwards he follows may, believing correctly that she'll find the postmortem, so i guess there's some logic to it after all. though it doesn't really explain why ohtaki is perfectly happy to arrest her if he comes across her in the meanwhile. poor intrasyndicate communication?",,
string,area-0x3222-0x94FB_3,Sakaki: {,},"ここは、ひとまず退散させてい
ただきましょうか。","Allow me to take my leave for the time being, would you?",,,
string,area-0x3222-0x9557_1,Beast: {,},っ‥いてててて。,Ach...owwwww.,,,
string,area-0x3222-0x956F_1,Navi: {,},"命中したはずですよ！\n
大丈夫だったんですか?!","He hit you dead-on!\n
How are you okay!?",,,
string,area-0x3222-0x956F_3,Beast: {,},"備えあれば憂い無しってな。\n
常に防弾チョッキを着けてるのさ。","Ounce of prevention and all.\n
I always wear a bulletproof vest.",,,
string,area-0x3222-0x956F_5,Beast: {,},"ま、あばらが２、３本いかれた
かもしれんが。","Ah, might have a broken rib or three, though.",,,
